sample_id,dataset,split,match_id,set_id,rally,ball_round,video_path,start_frame,hit_frame,end_frame,fps,player_side,raw_label,coarse_label,stroke_side,annotation_path
15_2_29_4,shuttleset,train,15,2,29,4,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,94372,94397,94422,25.0,top,平球,drive,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_29_5,shuttleset,train,15,2,29,5,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,94383,94408,94433,25.0,bottom,擋小球,net_shot,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_29_6,shuttleset,train,15,2,29,6,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,94405,94430,94455,25.0,top,放小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_29_7,shuttleset,train,15,2,29,7,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,94426,94451,94476,25.0,bottom,放小球,net_shot,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_29_8,shuttleset,train,15,2,29,8,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,94446,94471,94496,25.0,top,放小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_2_1,shuttleset,train,15,2,2,1,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,67190,67215,67240,25.0,top,發短球,serve,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_2_2,shuttleset,train,15,2,2,2,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,67206,67231,67256,25.0,bottom,推球,net_attack,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_2_3,shuttleset,train,15,2,2,3,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,67227,67252,67277,25.0,top,切球,drop,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_2_4,shuttleset,train,15,2,2,4,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,67250,67275,67300,25.0,bottom,推球,net_attack,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_2_5,shuttleset,train,15,2,2,5,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,67283,67308,67333,25.0,top,殺球,smash,aroundhead,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_2_6,shuttleset,train,15,2,2,6,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,67294,67319,67344,25.0,bottom,擋小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_30_1,shuttleset,train,15,2,30,1,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,95231,95256,95281,25.0,bottom,發短球,serve,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_30_2,shuttleset,train,15,2,30,2,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,95248,95273,95298,25.0,top,推球,net_attack,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_30_3,shuttleset,train,15,2,30,3,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,95258,95283,95308,25.0,bottom,擋小球,net_shot,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_30_4,shuttleset,train,15,2,30,4,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,95280,95305,95330,25.0,top,挑球,lift,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_1,shuttleset,train,15,2,31,1,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,95864,95889,95914,25.0,bottom,發短球,serve,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_10,shuttleset,train,15,2,31,10,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,96075,96100,96125,25.0,top,擋小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_11,shuttleset,train,15,2,31,11,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,96086,96111,96136,25.0,bottom,平球,drive,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_12,shuttleset,train,15,2,31,12,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,96097,96122,96147,25.0,top,平球,drive,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_13,shuttleset,train,15,2,31,13,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,96107,96132,96157,25.0,bottom,平球,drive,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_14,shuttleset,train,15,2,31,14,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,96125,96150,96175,25.0,top,擋小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_15,shuttleset,train,15,2,31,15,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,96144,96169,96194,25.0,bottom,挑球,lift,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_16,shuttleset,train,15,2,31,16,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,96168,96193,96218,25.0,top,殺球,smash,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_2,shuttleset,train,15,2,31,2,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,95881,95906,95931,25.0,top,放小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_3,shuttleset,train,15,2,31,3,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,95901,95926,95951,25.0,bottom,挑球,lift,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_4,shuttleset,train,15,2,31,4,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,95933,95958,95983,25.0,top,點扣,smash,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_5,shuttleset,train,15,2,31,5,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,95946,95971,95996,25.0,bottom,擋小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_6,shuttleset,train,15,2,31,6,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,95969,95994,96019,25.0,top,放小球,net_shot,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_7,shuttleset,train,15,2,31,7,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,95990,96015,96040,25.0,bottom,放小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_8,shuttleset,train,15,2,31,8,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,96010,96035,96060,25.0,top,挑球,lift,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_31_9,shuttleset,train,15,2,31,9,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,96056,96081,96106,25.0,bottom,點扣,smash,aroundhead,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_32_1,shuttleset,train,15,2,32,1,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,97893,97918,97943,25.0,top,發短球,serve,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_32_2,shuttleset,train,15,2,32,2,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,97908,97933,97958,25.0,bottom,推球,net_attack,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_32_3,shuttleset,train,15,2,32,3,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,97930,97955,97980,25.0,top,殺球,smash,aroundhead,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_32_4,shuttleset,train,15,2,32,4,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,97939,97964,97989,25.0,bottom,擋小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_32_5,shuttleset,train,15,2,32,5,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,97961,97986,98011,25.0,top,放小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_32_6,shuttleset,train,15,2,32,6,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,97981,98006,98031,25.0,bottom,勾球,net_shot,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_33_1,shuttleset,train,15,2,33,1,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,98584,98609,98634,25.0,bottom,發短球,serve,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_33_2,shuttleset,train,15,2,33,2,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,98602,98627,98652,25.0,top,放小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_33_3,shuttleset,train,15,2,33,3,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,98621,98646,98671,25.0,bottom,放小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_33_4,shuttleset,train,15,2,33,4,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,98643,98668,98693,25.0,top,推球,net_attack,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_33_5,shuttleset,train,15,2,33,5,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,98669,98694,98719,25.0,bottom,過渡切球,drop,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_34_1,shuttleset,train,15,2,34,1,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,99274,99299,99324,25.0,top,發短球,serve,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_34_2,shuttleset,train,15,2,34,2,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,99293,99318,99343,25.0,bottom,放小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_34_3,shuttleset,train,15,2,34,3,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,99315,99340,99365,25.0,top,挑球,lift,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_34_4,shuttleset,train,15,2,34,4,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,99350,99375,99400,25.0,bottom,長球,clear,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_34_5,shuttleset,train,15,2,34,5,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,99373,99398,99423,25.0,top,點扣,smash,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_34_6,shuttleset,train,15,2,34,6,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,99387,99412,99437,25.0,bottom,擋小球,net_shot,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_34_7,shuttleset,train,15,2,34,7,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,99408,99433,99458,25.0,top,勾球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_35_1,shuttleset,train,15,2,35,1,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,100745,100770,100795,25.0,top,發短球,serve,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_35_2,shuttleset,train,15,2,35,2,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,100760,100785,100810,25.0,bottom,放小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_35_3,shuttleset,train,15,2,35,3,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,100778,100803,100828,25.0,top,挑球,lift,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_35_4,shuttleset,train,15,2,35,4,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,100810,100835,100860,25.0,bottom,點扣,smash,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_35_5,shuttleset,train,15,2,35,5,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,100828,100853,100878,25.0,top,擋小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_35_6,shuttleset,train,15,2,35,6,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,100852,100877,100902,25.0,bottom,放小球,net_shot,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_35_7,shuttleset,train,15,2,35,7,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,100874,100899,100924,25.0,top,挑球,lift,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_35_8,shuttleset,train,15,2,35,8,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,100909,100934,100959,25.0,bottom,點扣,smash,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_1,shuttleset,train,15,2,36,1,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,101921,101946,101971,25.0,top,發短球,serve,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_10,shuttleset,train,15,2,36,10,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,102118,102143,102168,25.0,bottom,後場抽平球,drive,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_11,shuttleset,train,15,2,36,11,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,102136,102161,102186,25.0,top,擋小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_12,shuttleset,train,15,2,36,12,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,102160,102185,102210,25.0,bottom,挑球,lift,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_13,shuttleset,train,15,2,36,13,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,102188,102213,102238,25.0,top,點扣,smash,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_14,shuttleset,train,15,2,36,14,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,102197,102222,102247,25.0,bottom,防守回抽,drive,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_15,shuttleset,train,15,2,36,15,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,102212,102237,102262,25.0,top,長球,clear,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_16,shuttleset,train,15,2,36,16,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,102246,102271,102296,25.0,bottom,長球,clear,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_17,shuttleset,train,15,2,36,17,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,102268,102293,102318,25.0,top,點扣,smash,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_2,shuttleset,train,15,2,36,2,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,101941,101966,101991,25.0,bottom,推球,net_attack,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_3,shuttleset,train,15,2,36,3,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,101963,101988,102013,25.0,top,點扣,smash,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_4,shuttleset,train,15,2,36,4,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,101976,102001,102026,25.0,bottom,擋小球,net_shot,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_5,shuttleset,train,15,2,36,5,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,101996,102021,102046,25.0,top,放小球,net_shot,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_6,shuttleset,train,15,2,36,6,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,102018,102043,102068,25.0,bottom,推球,net_attack,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_7,shuttleset,train,15,2,36,7,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,102051,102076,102101,25.0,top,切球,drop,aroundhead,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_8,shuttleset,train,15,2,36,8,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,102069,102094,102119,25.0,bottom,放小球,net_shot,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_36_9,shuttleset,train,15,2,36,9,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,102094,102119,102144,25.0,top,推球,net_attack,forehand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_4_1,shuttleset,train,15,2,4,1,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,68248,68273,68298,25.0,top,發短球,serve,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_4_2,shuttleset,train,15,2,4,2,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,68265,68290,68315,25.0,bottom,放小球,net_shot,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
15_2_4_3,shuttleset,train,15,2,4,3,C:\Users\ADMIN\Downloads\shuttleSEt\15 Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final.mp4,68288,68313,68338,25.0,top,挑球,lift,backhand,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final/set2.csv
