source_video,output_video,output_pose,split,class,view,subject,source_start_frame,source_end_frame,motion_peak_frame,peak_position,output_frames
data\manual_clips\train\forehand_clear\front\Sub19\Forehand Clear Front Video-00.06.09.651-00.06.14.389-seg14.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub19\Forehand Clear Front Video-00.06.09.651-00.06.14.389-seg14__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub19\Forehand Clear Front Video-00.06.09.651-00.06.14.389-seg14__motion_onset.npz,train,forehand_clear,front,Sub19,43,91,58,0.3125,64
data\manual_clips\train\forehand_clear\front\Sub24\Forehand Clear Front Video-00.00.35.100-00.00.38.937-seg01.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub24\Forehand Clear Front Video-00.00.35.100-00.00.38.937-seg01__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub24\Forehand Clear Front Video-00.00.35.100-00.00.38.937-seg01__motion_onset.npz,train,forehand_clear,front,Sub24,52,100,71,0.3958333333333333,64
data\manual_clips\train\forehand_clear\front\Sub24\Forehand Clear Front Video-00.02.08.830-00.02.12.353-seg05.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub24\Forehand Clear Front Video-00.02.08.830-00.02.12.353-seg05__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub24\Forehand Clear Front Video-00.02.08.830-00.02.12.353-seg05__motion_onset.npz,train,forehand_clear,front,Sub24,35,83,52,0.3541666666666667,64
data\manual_clips\train\forehand_clear\front\Sub24\Forehand Clear Front Video-00.08.51.171-00.08.55.726-seg16.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub24\Forehand Clear Front Video-00.08.51.171-00.08.55.726-seg16__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub24\Forehand Clear Front Video-00.08.51.171-00.08.55.726-seg16__motion_onset.npz,train,forehand_clear,front,Sub24,79,127,91,0.25,64
data\manual_clips\train\forehand_clear\front\Sub24\Forehand Clear Front Video-00.10.13.609-00.10.16.742-seg19.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub24\Forehand Clear Front Video-00.10.13.609-00.10.16.742-seg19__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub24\Forehand Clear Front Video-00.10.13.609-00.10.16.742-seg19__motion_onset.npz,train,forehand_clear,front,Sub24,35,83,48,0.2708333333333333,64
data\manual_clips\train\forehand_clear\side\Sub08\Forehand Clear Sideo Video-00.01.14.054-00.01.17.595-seg02.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub08\Forehand Clear Sideo Video-00.01.14.054-00.01.17.595-seg02__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub08\Forehand Clear Sideo Video-00.01.14.054-00.01.17.595-seg02__motion_onset.npz,train,forehand_clear,side,Sub08,31,79,47,0.3333333333333333,64
data\manual_clips\train\forehand_clear\side\Sub08\Forehand Clear Sideo Video-00.08.22.045-00.08.25.965-seg11.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub08\Forehand Clear Sideo Video-00.08.22.045-00.08.25.965-seg11__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub08\Forehand Clear Sideo Video-00.08.22.045-00.08.25.965-seg11__motion_onset.npz,train,forehand_clear,side,Sub08,45,93,62,0.3541666666666667,64
data\manual_clips\train\forehand_clear\side\Sub09\Forehand Clear Side Video-00.02.37.110-00.02.39.991-seg04.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub09\Forehand Clear Side Video-00.02.37.110-00.02.39.991-seg04__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub09\Forehand Clear Side Video-00.02.37.110-00.02.39.991-seg04__motion_onset.npz,train,forehand_clear,side,Sub09,20,68,39,0.3958333333333333,64
data\manual_clips\train\forehand_clear\side\Sub09\Forehand Clear Side Video-00.04.56.422-00.05.00.832-seg08.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub09\Forehand Clear Side Video-00.04.56.422-00.05.00.832-seg08__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub09\Forehand Clear Side Video-00.04.56.422-00.05.00.832-seg08__motion_onset.npz,train,forehand_clear,side,Sub09,23,71,42,0.3958333333333333,64
data\manual_clips\train\forehand_clear\side\Sub09\Forehand Clear Side Video-00.07.26.756-00.07.29.598-seg11.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub09\Forehand Clear Side Video-00.07.26.756-00.07.29.598-seg11__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub09\Forehand Clear Side Video-00.07.26.756-00.07.29.598-seg11__motion_onset.npz,train,forehand_clear,side,Sub09,40,88,51,0.22916666666666666,64
data\manual_clips\train\forehand_clear\side\Sub12\Forehand Clear Side Video-00.00.40.693-00.00.44.582-seg06.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub12\Forehand Clear Side Video-00.00.40.693-00.00.44.582-seg06__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub12\Forehand Clear Side Video-00.00.40.693-00.00.44.582-seg06__motion_onset.npz,train,forehand_clear,side,Sub12,55,103,68,0.2708333333333333,64
data\manual_clips\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.00.09.008-00.00.12.359-seg01.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.00.09.008-00.00.12.359-seg01__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.00.09.008-00.00.12.359-seg01__motion_onset.npz,train,forehand_clear,side,Sub13,0,48,6,0.125,64
data\manual_clips\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.01.28.615-00.01.32.438-seg07.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.01.28.615-00.01.32.438-seg07__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.01.28.615-00.01.32.438-seg07__motion_onset.npz,train,forehand_clear,side,Sub13,24,72,34,0.20833333333333334,64
data\manual_clips\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.02.15.712-00.02.18.033-seg13.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.02.15.712-00.02.18.033-seg13__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.02.15.712-00.02.18.033-seg13__motion_onset.npz,train,forehand_clear,side,Sub13,14,62,28,0.2916666666666667,64
data\manual_clips\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.02.27.917-00.02.32.221-seg15.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.02.27.917-00.02.32.221-seg15__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.02.27.917-00.02.32.221-seg15__motion_onset.npz,train,forehand_clear,side,Sub13,72,120,85,0.2708333333333333,64
data\manual_clips\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.02.41.824-00.02.47.631-seg17.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.02.41.824-00.02.47.631-seg17__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub13\Forehand Clear Side Video-00.02.41.824-00.02.47.631-seg17__motion_onset.npz,train,forehand_clear,side,Sub13,115,163,130,0.3125,64
data\manual_clips\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.00.08.535-00.00.11.183-seg01.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.00.08.535-00.00.11.183-seg01__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.00.08.535-00.00.11.183-seg01__motion_onset.npz,train,forehand_clear,side,Sub15,34,82,49,0.3125,64
data\manual_clips\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.03.04.761-00.03.07.249-seg08.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.03.04.761-00.03.07.249-seg08__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.03.04.761-00.03.07.249-seg08__motion_onset.npz,train,forehand_clear,side,Sub15,36,84,48,0.25,64
data\manual_clips\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.05.46.763-00.05.50.211-seg15.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.05.46.763-00.05.50.211-seg15__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.05.46.763-00.05.50.211-seg15__motion_onset.npz,train,forehand_clear,side,Sub15,52,100,70,0.375,64
data\manual_clips\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.06.06.345-00.06.10.161-seg18.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.06.06.345-00.06.10.161-seg18__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.06.06.345-00.06.10.161-seg18__motion_onset.npz,train,forehand_clear,side,Sub15,53,101,65,0.25,64
data\manual_clips\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.06.56.295-00.06.59.823-seg25.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.06.56.295-00.06.59.823-seg25__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.06.56.295-00.06.59.823-seg25__motion_onset.npz,train,forehand_clear,side,Sub15,31,79,44,0.2708333333333333,64
data\manual_clips\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.07.15.798-00.07.18.708-seg28.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.07.15.798-00.07.18.708-seg28__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub15\Forehand Clear Side Video-00.07.15.798-00.07.18.708-seg28__motion_onset.npz,train,forehand_clear,side,Sub15,57,105,73,0.3333333333333333,64
data\manual_clips\train\forehand_clear\side\Sub16\Forehand Clear Side Video-00.06.48.204-00.06.52.308-seg14.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub16\Forehand Clear Side Video-00.06.48.204-00.06.52.308-seg14__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub16\Forehand Clear Side Video-00.06.48.204-00.06.52.308-seg14__motion_onset.npz,train,forehand_clear,side,Sub16,31,79,43,0.25,64
data\manual_clips\train\forehand_clear\side\Sub16\Forehand Clear Side Video-00.07.15.411-00.07.18.595-seg15.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub16\Forehand Clear Side Video-00.07.15.411-00.07.18.595-seg15__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub16\Forehand Clear Side Video-00.07.15.411-00.07.18.595-seg15__motion_onset.npz,train,forehand_clear,side,Sub16,7,55,17,0.20833333333333334,64
data\manual_clips\train\forehand_clear\side\Sub16\Forehand Clear Side Video-00.09.48.043-00.09.51.389-seg19.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub16\Forehand Clear Side Video-00.09.48.043-00.09.51.389-seg19__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub16\Forehand Clear Side Video-00.09.48.043-00.09.51.389-seg19__motion_onset.npz,train,forehand_clear,side,Sub16,0,48,9,0.1875,64
data\manual_clips\train\forehand_clear\side\Sub18\Forehand Clear Side Video-00.00.13.223-00.00.16.510-seg03.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub18\Forehand Clear Side Video-00.00.13.223-00.00.16.510-seg03__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub18\Forehand Clear Side Video-00.00.13.223-00.00.16.510-seg03__motion_onset.npz,train,forehand_clear,side,Sub18,18,66,33,0.3125,64
data\manual_clips\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.01.17.770-00.01.21.411-seg02.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.01.17.770-00.01.21.411-seg02__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.01.17.770-00.01.21.411-seg02__motion_onset.npz,train,forehand_clear,side,Sub19,52,100,71,0.3958333333333333,64
data\manual_clips\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.03.20.716-00.03.26.234-seg05.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.03.20.716-00.03.26.234-seg05__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.03.20.716-00.03.26.234-seg05__motion_onset.npz,train,forehand_clear,side,Sub19,95,143,112,0.3541666666666667,64
data\manual_clips\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.05.31.773-00.05.37.067-seg09.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.05.31.773-00.05.37.067-seg09__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.05.31.773-00.05.37.067-seg09__motion_onset.npz,train,forehand_clear,side,Sub19,38,86,57,0.3958333333333333,64
data\manual_clips\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.07.04.108-00.07.08.140-seg10.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.07.04.108-00.07.08.140-seg10__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.07.04.108-00.07.08.140-seg10__motion_onset.npz,train,forehand_clear,side,Sub19,38,86,55,0.3541666666666667,64
data\manual_clips\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.10.21.322-00.10.25.696-seg16.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.10.21.322-00.10.25.696-seg16__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.10.21.322-00.10.25.696-seg16__motion_onset.npz,train,forehand_clear,side,Sub19,19,67,37,0.375,64
data\manual_clips\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.15.05.324-00.15.09.686-seg20.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.15.05.324-00.15.09.686-seg20__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub19\Forehand Clear Side Video-00.15.05.324-00.15.09.686-seg20__motion_onset.npz,train,forehand_clear,side,Sub19,31,79,46,0.3125,64
data\manual_clips\train\forehand_clear\side\Sub24\Forehand Clear Side Video-00.06.30.060-00.06.34.325-seg07.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub24\Forehand Clear Side Video-00.06.30.060-00.06.34.325-seg07__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub24\Forehand Clear Side Video-00.06.30.060-00.06.34.325-seg07__motion_onset.npz,train,forehand_clear,side,Sub24,29,77,46,0.3541666666666667,64
data\manual_clips\train\forehand_clear\side\Sub24\Forehand Clear Side Video-00.07.48.844-00.07.52.644-seg09.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub24\Forehand Clear Side Video-00.07.48.844-00.07.52.644-seg09__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub24\Forehand Clear Side Video-00.07.48.844-00.07.52.644-seg09__motion_onset.npz,train,forehand_clear,side,Sub24,24,72,41,0.3541666666666667,64
data\manual_clips\train\forehand_clear\side\Sub24\Forehand Clear Side Video-00.08.32.039-00.08.35.837-seg10.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub24\Forehand Clear Side Video-00.08.32.039-00.08.35.837-seg10__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub24\Forehand Clear Side Video-00.08.32.039-00.08.35.837-seg10__motion_onset.npz,train,forehand_clear,side,Sub24,9,57,27,0.375,64
data\manual_clips\train\forehand_clear\side\Sub24\Forehand Clear Side Video-00.10.59.550-00.11.03.061-seg14.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\side\Sub24\Forehand Clear Side Video-00.10.59.550-00.11.03.061-seg14__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\side\Sub24\Forehand Clear Side Video-00.10.59.550-00.11.03.061-seg14__motion_onset.npz,train,forehand_clear,side,Sub24,25,73,38,0.2708333333333333,64
data\manual_clips\val\backhand_drive\front\Sub10\Backhand Drive Front Video-00.00.59.499-00.01.02.606-seg02.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub10\Backhand Drive Front Video-00.00.59.499-00.01.02.606-seg02__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub10\Backhand Drive Front Video-00.00.59.499-00.01.02.606-seg02__motion_onset.npz,val,backhand_drive,front,Sub10,38,86,54,0.3333333333333333,64
data\manual_clips\val\backhand_drive\front\Sub10\Backhand Drive Front Video-00.04.40.364-00.04.44.561-seg07.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub10\Backhand Drive Front Video-00.04.40.364-00.04.44.561-seg07__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub10\Backhand Drive Front Video-00.04.40.364-00.04.44.561-seg07__motion_onset.npz,val,backhand_drive,front,Sub10,88,136,101,0.2708333333333333,64
data\manual_clips\val\backhand_drive\front\Sub10\Backhand Drive Front Video-00.05.06.722-00.05.11.096-seg11.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub10\Backhand Drive Front Video-00.05.06.722-00.05.11.096-seg11__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub10\Backhand Drive Front Video-00.05.06.722-00.05.11.096-seg11__motion_onset.npz,val,backhand_drive,front,Sub10,71,119,84,0.2708333333333333,64
data\manual_clips\val\backhand_drive\front\Sub10\Backhand Drive Front Video-00.05.33.176-00.05.37.022-seg14.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub10\Backhand Drive Front Video-00.05.33.176-00.05.37.022-seg14__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub10\Backhand Drive Front Video-00.05.33.176-00.05.37.022-seg14__motion_onset.npz,val,backhand_drive,front,Sub10,54,102,66,0.25,64
data\manual_clips\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.02.03.941-00.02.07.632-seg04.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.02.03.941-00.02.07.632-seg04__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.02.03.941-00.02.07.632-seg04__motion_onset.npz,val,backhand_drive,front,Sub14,78,126,91,0.2708333333333333,64
data\manual_clips\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.02.37.237-00.02.40.997-seg08.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.02.37.237-00.02.40.997-seg08__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.02.37.237-00.02.40.997-seg08__motion_onset.npz,val,backhand_drive,front,Sub14,58,106,70,0.25,64
data\manual_clips\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.02.43.965-00.02.47.340-seg09.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.02.43.965-00.02.47.340-seg09__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.02.43.965-00.02.47.340-seg09__motion_onset.npz,val,backhand_drive,front,Sub14,62,110,74,0.25,64
data\manual_clips\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.03.20.619-00.03.23.675-seg12.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.03.20.619-00.03.23.675-seg12__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.03.20.619-00.03.23.675-seg12__motion_onset.npz,val,backhand_drive,front,Sub14,52,100,67,0.3125,64
data\manual_clips\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.03.27.632-00.03.30.432-seg13.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.03.27.632-00.03.30.432-seg13__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.03.27.632-00.03.30.432-seg13__motion_onset.npz,val,backhand_drive,front,Sub14,21,69,34,0.2708333333333333,64
data\manual_clips\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.03.39.219-00.03.42.107-seg15.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.03.39.219-00.03.42.107-seg15__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.03.39.219-00.03.42.107-seg15__motion_onset.npz,val,backhand_drive,front,Sub14,20,68,33,0.2708333333333333,64
data\manual_clips\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.03.45.158-00.03.49.382-seg16.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.03.45.158-00.03.49.382-seg16__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.03.45.158-00.03.49.382-seg16__motion_onset.npz,val,backhand_drive,front,Sub14,77,125,92,0.3125,64
data\manual_clips\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.04.17.112-00.04.20.556-seg21.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.04.17.112-00.04.20.556-seg21__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.04.17.112-00.04.20.556-seg21__motion_onset.npz,val,backhand_drive,front,Sub14,41,89,54,0.2708333333333333,64
data\manual_clips\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.04.23.538-00.04.26.722-seg22.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.04.23.538-00.04.26.722-seg22__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.04.23.538-00.04.26.722-seg22__motion_onset.npz,val,backhand_drive,front,Sub14,41,89,55,0.2916666666666667,64
data\manual_clips\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.04.35.977-00.04.38.827-seg24.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.04.35.977-00.04.38.827-seg24__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub14\Backhand Drive Front Video-00.04.35.977-00.04.38.827-seg24__motion_onset.npz,val,backhand_drive,front,Sub14,47,95,63,0.3333333333333333,64
data\manual_clips\val\backhand_drive\front\Sub21\Backhand Drive Front Video-00.07.22.996-00.07.26.138-seg13.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub21\Backhand Drive Front Video-00.07.22.996-00.07.26.138-seg13__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub21\Backhand Drive Front Video-00.07.22.996-00.07.26.138-seg13__motion_onset.npz,val,backhand_drive,front,Sub21,24,72,37,0.2708333333333333,64
data\manual_clips\val\backhand_drive\front\Sub21\Backhand Drive Front Video-00.09.02.062-00.09.04.901-seg20.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\front\Sub21\Backhand Drive Front Video-00.09.02.062-00.09.04.901-seg20__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\front\Sub21\Backhand Drive Front Video-00.09.02.062-00.09.04.901-seg20__motion_onset.npz,val,backhand_drive,front,Sub21,31,79,43,0.25,64
data\manual_clips\val\backhand_drive\side\Sub10\Backhand Drive Side Video-00.02.24.403-00.02.27.939-seg02.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\side\Sub10\Backhand Drive Side Video-00.02.24.403-00.02.27.939-seg02__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\side\Sub10\Backhand Drive Side Video-00.02.24.403-00.02.27.939-seg02__motion_onset.npz,val,backhand_drive,side,Sub10,52,100,64,0.25,64
data\manual_clips\val\backhand_drive\side\Sub10\Backhand Drive Side Video-00.02.49.305-00.02.53.205-seg06.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\side\Sub10\Backhand Drive Side Video-00.02.49.305-00.02.53.205-seg06__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\side\Sub10\Backhand Drive Side Video-00.02.49.305-00.02.53.205-seg06__motion_onset.npz,val,backhand_drive,side,Sub10,50,98,66,0.3333333333333333,64
data\manual_clips\val\backhand_drive\side\Sub14\Backhand Drive Side Video-00.00.50.101-00.00.52.517-seg01.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\side\Sub14\Backhand Drive Side Video-00.00.50.101-00.00.52.517-seg01__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\side\Sub14\Backhand Drive Side Video-00.00.50.101-00.00.52.517-seg01__motion_onset.npz,val,backhand_drive,side,Sub14,3,51,20,0.3541666666666667,64
data\manual_clips\val\backhand_drive\side\Sub14\Backhand Drive Side Video-00.01.46.148-00.01.48.837-seg03.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\side\Sub14\Backhand Drive Side Video-00.01.46.148-00.01.48.837-seg03__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\side\Sub14\Backhand Drive Side Video-00.01.46.148-00.01.48.837-seg03__motion_onset.npz,val,backhand_drive,side,Sub14,24,72,38,0.2916666666666667,64
