source_video,output_video,output_pose,split,class,view,subject,source_frames,start_frame,motion_peak_frame,output_frames,peak_position_in_output
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.02.48.311-00.02.51.823-seg06.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.02.48.311-00.02.51.823-seg06__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.02.48.311-00.02.51.823-seg06__start_at_swing.npz,train,forehand_clear,front,Sub13,116,52,55,64,0.047619047619047616
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.02.54.531-00.02.58.970-seg07.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.02.54.531-00.02.58.970-seg07__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.02.54.531-00.02.58.970-seg07__start_at_swing.npz,train,forehand_clear,front,Sub13,151,70,73,81,0.0375
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.01.644-00.03.05.653-seg08.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.01.644-00.03.05.653-seg08__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.01.644-00.03.05.653-seg08__start_at_swing.npz,train,forehand_clear,front,Sub13,141,46,49,95,0.031914893617021274
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.08.567-00.03.12.123-seg09.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.08.567-00.03.12.123-seg09__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.08.567-00.03.12.123-seg09__start_at_swing.npz,train,forehand_clear,front,Sub13,125,52,55,73,0.041666666666666664
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.14.980-00.03.18.828-seg10.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.14.980-00.03.18.828-seg10__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.14.980-00.03.18.828-seg10__start_at_swing.npz,train,forehand_clear,front,Sub13,146,54,57,92,0.03296703296703297
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.21.722-00.03.25.936-seg11.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.21.722-00.03.25.936-seg11__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.21.722-00.03.25.936-seg11__start_at_swing.npz,train,forehand_clear,front,Sub13,150,50,53,100,0.030303030303030304
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.28.602-00.03.32.969-seg12.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.28.602-00.03.32.969-seg12__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.28.602-00.03.32.969-seg12__start_at_swing.npz,train,forehand_clear,front,Sub13,151,84,87,67,0.045454545454545456
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.35.653-00.03.39.821-seg13.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.35.653-00.03.39.821-seg13__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.35.653-00.03.39.821-seg13__start_at_swing.npz,train,forehand_clear,front,Sub13,146,76,79,70,0.043478260869565216
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.50.437-00.03.52.933-seg14.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.50.437-00.03.52.933-seg14__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.50.437-00.03.52.933-seg14__start_at_swing.npz,train,forehand_clear,front,Sub13,90,44,47,46,0.06666666666666667
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.55.776-00.03.58.272-seg15.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.55.776-00.03.58.272-seg15__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.55.776-00.03.58.272-seg15__start_at_swing.npz,train,forehand_clear,front,Sub13,100,38,41,62,0.04918032786885246
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.00.094-00.04.06.030-seg16.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.00.094-00.04.06.030-seg16__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.00.094-00.04.06.030-seg16__start_at_swing.npz,train,forehand_clear,front,Sub13,182,117,120,65,0.046875
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.08.857-00.04.13.624-seg17.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.08.857-00.04.13.624-seg17__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.08.857-00.04.13.624-seg17__start_at_swing.npz,train,forehand_clear,front,Sub13,170,81,84,89,0.03409090909090909
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.16.407-00.04.20.038-seg18.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.16.407-00.04.20.038-seg18__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.16.407-00.04.20.038-seg18__start_at_swing.npz,train,forehand_clear,front,Sub13,123,58,61,65,0.046875
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.22.758-00.04.28.301-seg19.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.22.758-00.04.28.301-seg19__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.22.758-00.04.28.301-seg19__start_at_swing.npz,train,forehand_clear,front,Sub13,191,135,138,56,0.05454545454545454
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.37.665-00.04.42.217-seg21.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.37.665-00.04.42.217-seg21__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.37.665-00.04.42.217-seg21__start_at_swing.npz,train,forehand_clear,front,Sub13,158,87,90,71,0.04285714285714286
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.45.138-00.04.49.269-seg22.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.45.138-00.04.49.269-seg22__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.45.138-00.04.49.269-seg22__start_at_swing.npz,train,forehand_clear,front,Sub13,130,61,64,69,0.04411764705882353
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.10.887-00.02.14.432-seg01.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.10.887-00.02.14.432-seg01__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.10.887-00.02.14.432-seg01__start_at_swing.npz,train,forehand_clear,front,Sub15,134,73,76,61,0.05
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.18.540-00.02.21.948-seg02.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.18.540-00.02.21.948-seg02__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.18.540-00.02.21.948-seg02__start_at_swing.npz,train,forehand_clear,front,Sub15,120,48,51,72,0.04225352112676056
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.25.409-00.02.30.225-seg03.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.25.409-00.02.30.225-seg03__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.25.409-00.02.30.225-seg03__start_at_swing.npz,train,forehand_clear,front,Sub15,158,81,84,77,0.039473684210526314
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.33.443-00.02.37.682-seg04.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.33.443-00.02.37.682-seg04__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.33.443-00.02.37.682-seg04__start_at_swing.npz,train,forehand_clear,front,Sub15,142,81,84,61,0.05
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.40.661-00.02.45.782-seg05.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.40.661-00.02.45.782-seg05__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.40.661-00.02.45.782-seg05__start_at_swing.npz,train,forehand_clear,front,Sub15,175,105,108,70,0.043478260869565216
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.48.825-00.02.53.057-seg06.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.48.825-00.02.53.057-seg06__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.48.825-00.02.53.057-seg06__start_at_swing.npz,train,forehand_clear,front,Sub15,153,82,85,71,0.04285714285714286
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.08.658-00.03.12.378-seg08.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.08.658-00.03.12.378-seg08__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.08.658-00.03.12.378-seg08__start_at_swing.npz,train,forehand_clear,front,Sub15,133,64,67,69,0.04411764705882353
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.15.628-00.03.19.507-seg09.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.15.628-00.03.19.507-seg09__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.15.628-00.03.19.507-seg09__start_at_swing.npz,train,forehand_clear,front,Sub15,137,75,78,62,0.04918032786885246
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.24.378-00.03.29.459-seg10.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.24.378-00.03.29.459-seg10__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.24.378-00.03.29.459-seg10__start_at_swing.npz,train,forehand_clear,front,Sub15,166,103,106,63,0.04838709677419355
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.33.536-00.03.36.418-seg11.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.33.536-00.03.36.418-seg11__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.33.536-00.03.36.418-seg11__start_at_swing.npz,train,forehand_clear,front,Sub15,105,40,43,65,0.046875
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.40.202-00.03.44.331-seg12.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.40.202-00.03.44.331-seg12__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.40.202-00.03.44.331-seg12__start_at_swing.npz,train,forehand_clear,front,Sub15,132,64,67,68,0.04477611940298507
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.54.316-00.03.57.045-seg13.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.54.316-00.03.57.045-seg13__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.54.316-00.03.57.045-seg13__start_at_swing.npz,train,forehand_clear,front,Sub15,94,38,41,56,0.05454545454545454
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.00.021-00.04.03.467-seg14.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.00.021-00.04.03.467-seg14__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.00.021-00.04.03.467-seg14__start_at_swing.npz,train,forehand_clear,front,Sub15,107,55,58,52,0.058823529411764705
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.07.147-00.04.10.548-seg15.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.07.147-00.04.10.548-seg15__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.07.147-00.04.10.548-seg15__start_at_swing.npz,train,forehand_clear,front,Sub15,109,47,50,62,0.04918032786885246
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.13.946-00.04.17.097-seg16.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.13.946-00.04.17.097-seg16__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.13.946-00.04.17.097-seg16__start_at_swing.npz,train,forehand_clear,front,Sub15,125,48,51,77,0.039473684210526314
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.20.170-00.04.23.802-seg17.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.20.170-00.04.23.802-seg17__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.20.170-00.04.23.802-seg17__start_at_swing.npz,train,forehand_clear,front,Sub15,117,39,42,78,0.03896103896103896
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.26.741-00.04.32.430-seg18.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.26.741-00.04.32.430-seg18__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.26.741-00.04.32.430-seg18__start_at_swing.npz,train,forehand_clear,front,Sub15,195,133,136,62,0.04918032786885246
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.35.594-00.04.38.488-seg19.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.35.594-00.04.38.488-seg19__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.35.594-00.04.38.488-seg19__start_at_swing.npz,train,forehand_clear,front,Sub15,107,50,53,57,0.05357142857142857
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.41.422-00.04.44.799-seg20.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.41.422-00.04.44.799-seg20__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.04.41.422-00.04.44.799-seg20__start_at_swing.npz,train,forehand_clear,front,Sub15,116,60,63,56,0.05454545454545454
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.02.05.444-00.02.09.398-seg02.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.02.05.444-00.02.09.398-seg02__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.02.05.444-00.02.09.398-seg02__start_at_swing.npz,train,forehand_clear,front,Sub16,133,40,43,93,0.03260869565217391
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.03.47.678-00.03.51.566-seg05.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.03.47.678-00.03.51.566-seg05__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.03.47.678-00.03.51.566-seg05__start_at_swing.npz,train,forehand_clear,front,Sub16,138,39,42,99,0.030612244897959183
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.04.01.658-00.04.05.208-seg06.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.04.01.658-00.04.05.208-seg06__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.04.01.658-00.04.05.208-seg06__start_at_swing.npz,train,forehand_clear,front,Sub16,128,75,78,53,0.057692307692307696
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.04.29.037-00.04.32.538-seg07.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.04.29.037-00.04.32.538-seg07__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.04.29.037-00.04.32.538-seg07__start_at_swing.npz,train,forehand_clear,front,Sub16,108,24,27,84,0.03614457831325301
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.06.28.266-00.06.31.448-seg10.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.06.28.266-00.06.31.448-seg10__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.06.28.266-00.06.31.448-seg10__start_at_swing.npz,train,forehand_clear,front,Sub16,105,61,64,44,0.06976744186046512
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.06.48.695-00.06.52.425-seg11.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.06.48.695-00.06.52.425-seg11__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.06.48.695-00.06.52.425-seg11__start_at_swing.npz,train,forehand_clear,front,Sub16,134,41,44,93,0.03260869565217391
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.07.09.932-00.07.13.826-seg12.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.07.09.932-00.07.13.826-seg12__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.07.09.932-00.07.13.826-seg12__start_at_swing.npz,train,forehand_clear,front,Sub16,146,49,52,97,0.03125
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.07.30.444-00.07.34.944-seg13.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.07.30.444-00.07.34.944-seg13__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.07.30.444-00.07.34.944-seg13__start_at_swing.npz,train,forehand_clear,front,Sub16,150,106,109,44,0.06976744186046512
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.09.00.625-00.09.04.752-seg15.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.09.00.625-00.09.04.752-seg15__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.09.00.625-00.09.04.752-seg15__start_at_swing.npz,train,forehand_clear,front,Sub16,144,78,81,66,0.046153846153846156
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.11.44.697-00.11.48.093-seg18.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.11.44.697-00.11.48.093-seg18__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.11.44.697-00.11.48.093-seg18__start_at_swing.npz,train,forehand_clear,front,Sub16,124,68,71,56,0.05454545454545454
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.13.56.003-00.13.59.883-seg19.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.13.56.003-00.13.59.883-seg19__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.13.56.003-00.13.59.883-seg19__start_at_swing.npz,train,forehand_clear,front,Sub16,118,47,50,71,0.04285714285714286
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.14.09.011-00.14.13.719-seg20.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.14.09.011-00.14.13.719-seg20__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.14.09.011-00.14.13.719-seg20__start_at_swing.npz,train,forehand_clear,front,Sub16,143,71,74,72,0.04225352112676056
data\manual_clips\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.05.782-00.00.08.854-seg01.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.05.782-00.00.08.854-seg01__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.05.782-00.00.08.854-seg01__start_at_swing.npz,train,forehand_clear,front,Sub18,117,30,33,87,0.03488372093023256
data\manual_clips\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.10.909-00.00.14.541-seg02.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.10.909-00.00.14.541-seg02__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.10.909-00.00.14.541-seg02__start_at_swing.npz,train,forehand_clear,front,Sub18,138,96,99,42,0.07317073170731707
data\manual_clips\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.17.301-00.00.20.612-seg03.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.17.301-00.00.20.612-seg03__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.17.301-00.00.20.612-seg03__start_at_swing.npz,train,forehand_clear,front,Sub18,110,73,76,37,0.08333333333333333
data\manual_clips\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.23.505-00.00.27.176-seg04.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.23.505-00.00.27.176-seg04__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.23.505-00.00.27.176-seg04__start_at_swing.npz,train,forehand_clear,front,Sub18,127,79,82,48,0.06382978723404255
data\manual_clips\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.45.787-00.00.50.302-seg07.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.45.787-00.00.50.302-seg07__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.45.787-00.00.50.302-seg07__start_at_swing.npz,train,forehand_clear,front,Sub18,161,107,110,54,0.05660377358490566
data\manual_clips\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.53.222-00.00.56.951-seg08.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.53.222-00.00.56.951-seg08__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.53.222-00.00.56.951-seg08__start_at_swing.npz,train,forehand_clear,front,Sub18,120,48,51,72,0.04225352112676056
data\manual_clips\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.59.816-00.01.03.710-seg09.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.59.816-00.01.03.710-seg09__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.59.816-00.01.03.710-seg09__start_at_swing.npz,train,forehand_clear,front,Sub18,143,89,92,54,0.05660377358490566
data\manual_clips\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.01.14.491-00.01.18.427-seg11.mov,data\manual_clips_temporal_augmented\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.01.14.491-00.01.18.427-seg11__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.01.14.491-00.01.18.427-seg11__start_at_swing.npz,train,forehand_clear,front,Sub18,134,80,83,54,0.05660377358490566
